strategy,avg_payoff,delta,lambda,kappa,sim,seed
IL,0.5948789026102896,0.08,0.2,0.4,1700,42
MB,0.3530641745942546,0.08,0.2,0.4,1700,42
MF,0.5078642635297982,0.08,0.2,0.4,1700,42
IL,0.5951420707984636,0.96,0.2,0.4,1701,50
MB,0.6436647105002022,0.96,0.2,0.4,1701,50
MF,0.025599404876155207,0.96,0.2,0.4,1701,50
IL,0.5949976245726039,0.58,0.1,0.4,1702,47
MB,0.39676849618794446,0.58,0.1,0.4,1702,47
MF,0.20566762976852257,0.58,0.1,0.4,1702,47
IL,0.5952774571524696,0.98,0.2,0.4,1703,48
MB,0.7040696268508391,0.98,0.2,0.4,1703,48
MF,-0.010104900392903857,0.98,0.2,0.4,1703,48
IL,0.5950181392176352,0.22,0.2,0.4,1704,48
MB,0.3545678514854628,0.22,0.2,0.4,1704,48
MF,0.4334872404541588,0.22,0.2,0.4,1704,48
IL,0.5954066095709489,0.12,0.3,0.4,1705,46
MB,0.3836578168633911,0.12,0.3,0.4,1705,46
MF,0.6030788761624395,0.12,0.3,0.4,1705,46
IL,0.5949941166979268,0.67,0.3,0.4,1706,50
MB,0.33647930445971436,0.67,0.3,0.4,1706,50
MF,0.19772104246420874,0.67,0.3,0.4,1706,50
IL,0.5954991663905125,0.97,0.1,0.4,1707,51
MB,0.6968974130327616,0.97,0.1,0.4,1707,51
MF,0.025681065471141806,0.97,0.1,0.4,1707,51
IL,0.595086515549466,0.09,0.1,0.4,1708,43
MB,0.5239164228648127,0.09,0.1,0.4,1708,43
MF,0.5668631078521055,0.09,0.1,0.4,1708,43
IL,0.5953185924199639,0.97,0.1,0.4,1709,45
MB,0.41062992818736854,0.97,0.1,0.4,1709,45
MF,0.005603562383128334,0.97,0.1,0.4,1709,45
IL,0.5951902569459607,0.65,0.1,0.4,1710,49
MB,0.5635230396767436,0.65,0.1,0.4,1710,49
MF,0.241065316158387,0.65,0.1,0.4,1710,49
IL,0.594810244104435,0.43,0.3,0.4,1711,42
MB,0.23561760232960413,0.43,0.3,0.4,1711,42
MF,0.3064378445622768,0.43,0.3,0.4,1711,42
IL,0.594995958537208,0.67,0.3,0.4,1712,44
MB,0.4124290998094161,0.67,0.3,0.4,1712,44
MF,0.24139661455914152,0.67,0.3,0.4,1712,44
IL,0.5951417031477159,0.95,0.3,0.4,1713,48
MB,0.5369992822056595,0.95,0.3,0.4,1713,48
MF,0.02052577719593738,0.95,0.3,0.4,1713,48
IL,0.5950380809451615,0.21,0.3,0.4,1714,50
MB,0.3471646763207657,0.21,0.3,0.4,1714,50
MF,0.5097269037885679,0.21,0.3,0.4,1714,50
IL,0.5950653430348981,0.69,0.3,0.4,1715,48
MB,0.5209533121265594,0.69,0.3,0.4,1715,48
MF,0.2381615889941829,0.69,0.3,0.4,1715,48
IL,0.5956078286361132,0.05,0.3,0.4,1716,42
MB,0.46297291506869387,0.05,0.3,0.4,1716,42
MF,0.7219144819637215,0.05,0.3,0.4,1716,42
IL,0.5945893397702886,0.21,0.3,0.4,1717,44
MB,0.28059171522560683,0.21,0.3,0.4,1717,44
MF,0.4663948386543934,0.21,0.3,0.4,1717,44
IL,0.5953861872198055,0.23,0.1,0.4,1718,49
MB,0.49444016731936596,0.23,0.1,0.4,1718,49
MF,0.4688165295223118,0.23,0.1,0.4,1718,49
IL,0.5951169734300786,0.99,0.1,0.4,1719,49
MB,0.48051010143005524,0.99,0.1,0.4,1719,49
MF,-0.013006490870670436,0.99,0.1,0.4,1719,49
IL,0.5945947515665735,0.59,0.2,0.4,1720,46
MB,0.3535236938795324,0.59,0.2,0.4,1720,46
MF,0.23464311692367873,0.59,0.2,0.4,1720,46
IL,0.5950733274267428,0.59,0.2,0.4,1721,50
MB,0.5219320728329263,0.59,0.2,0.4,1721,50
MF,0.29286885594786916,0.59,0.2,0.4,1721,50
IL,0.5927503766995418,0.59,0.2,0.4,1722,44
MB,0.13534867217266167,0.59,0.2,0.4,1722,44
MF,0.141035817630173,0.59,0.2,0.4,1722,44
IL,0.5951389577580153,0.11,0.2,0.4,1723,48
MB,0.47125613044278236,0.11,0.2,0.4,1723,48
MF,0.6048748020363564,0.11,0.2,0.4,1723,48
IL,0.5950444760865994,0.21,0.3,0.4,1724,46
MB,0.37348080234237446,0.21,0.3,0.4,1724,46
MF,0.5136250689577339,0.21,0.3,0.4,1724,46
IL,0.5950051721107058,0.8,0.2,0.4,1725,42
MB,0.4377323651616594,0.8,0.2,0.4,1725,42
MF,0.12124929301809331,0.8,0.2,0.4,1725,42
IL,0.5947812212529103,0.67,0.3,0.4,1726,46
MB,0.3352447545472711,0.67,0.3,0.4,1726,46
MF,0.19940869743053838,0.67,0.3,0.4,1726,46
IL,0.595192160013449,0.81,0.2,0.4,1727,42
MB,0.5585842678139217,0.81,0.2,0.4,1727,42
MF,0.11828029446134608,0.81,0.2,0.4,1727,42
IL,0.5951110170080115,0.57,0.2,0.4,1728,48
MB,0.2488375124755586,0.57,0.2,0.4,1728,48
MF,0.19776566494602876,0.57,0.2,0.4,1728,48
IL,0.5953524198698775,0.97,0.1,0.4,1729,47
MB,0.5491798792672007,0.97,0.1,0.4,1729,47
MF,0.01709594920775968,0.97,0.1,0.4,1729,47
IL,0.5952386789364053,0.12,0.3,0.4,1730,44
MB,0.49174264071566975,0.12,0.3,0.4,1730,44
MF,0.6915582450674171,0.12,0.3,0.4,1730,44
IL,0.5948207156357364,0.36,0.3,0.4,1731,42
MB,0.11159639050423077,0.36,0.3,0.4,1731,42
MF,0.27036308904829875,0.36,0.3,0.4,1731,42
IL,0.5953251716069738,0.58,0.1,0.4,1732,45
MB,0.6687162901532518,0.58,0.1,0.4,1732,45
MF,0.3363034142980652,0.58,0.1,0.4,1732,45
IL,0.5950723688088763,0.5,0.3,0.4,1733,42
MB,0.4619346270592453,0.5,0.3,0.4,1733,42
MF,0.36149780888547095,0.5,0.3,0.4,1733,42
IL,0.5946655878642666,0.58,0.1,0.4,1734,51
MB,0.45434631583922747,0.58,0.1,0.4,1734,51
MF,0.2367549339654196,0.58,0.1,0.4,1734,51
IL,0.5949679926038617,0.12,0.3,0.4,1735,50
MB,0.23827447040798894,0.12,0.3,0.4,1735,50
MF,0.4760889133905017,0.12,0.3,0.4,1735,50
IL,0.5954304941807746,0.9,0.1,0.4,1736,43
MB,0.6558237700379363,0.9,0.1,0.4,1736,43
MF,0.09584065009981418,0.9,0.1,0.4,1736,43
IL,0.5952121272717968,0.96,0.2,0.4,1737,46
MB,0.5884894246883199,0.96,0.2,0.4,1737,46
MF,0.028209136546506208,0.96,0.2,0.4,1737,46
IL,0.5945086244422453,0.56,0.1,0.4,1738,49
MB,0.5632670356749427,0.56,0.1,0.4,1738,49
MF,0.280915298396449,0.56,0.1,0.4,1738,49
IL,0.5950812514424252,0.54,0.3,0.4,1739,44
MB,0.48877970177092966,0.54,0.3,0.4,1739,44
MF,0.35148962095836866,0.54,0.3,0.4,1739,44
IL,0.5948341367256239,0.54,0.3,0.4,1740,50
MB,0.25408884359924694,0.54,0.3,0.4,1740,50
MF,0.2623494383263614,0.54,0.3,0.4,1740,50
IL,0.5950543683521073,0.25,0.3,0.4,1741,50
MB,0.337895718295488,0.25,0.3,0.4,1741,50
MF,0.4841392782728853,0.25,0.3,0.4,1741,50
IL,0.5951033336734923,0.27,0.1,0.4,1742,49
MB,0.5877402529872633,0.27,0.1,0.4,1742,49
MF,0.49687374637192905,0.27,0.1,0.4,1742,49
IL,0.5955154475287354,0.01,0.3,0.4,1743,42
MB,0.6218959785182138,0.01,0.3,0.4,1743,42
MF,0.9113189432033145,0.01,0.3,0.4,1743,42
IL,0.595132842623338,0.25,0.3,0.4,1744,44
MB,0.37268499913928166,0.25,0.3,0.4,1744,44
MF,0.5038190049466497,0.25,0.3,0.4,1744,44
IL,0.5945454164993311,0.29,0.1,0.4,1745,51
MB,0.4517963305405972,0.29,0.1,0.4,1745,51
MF,0.39446548613165733,0.29,0.1,0.4,1745,51
IL,0.5953381271927247,0.93,0.1,0.4,1746,51
MB,0.43869986473812767,0.93,0.1,0.4,1746,51
MF,0.058961184941649335,0.93,0.1,0.4,1746,51
IL,0.595041374907052,0.63,0.3,0.4,1747,50
MB,0.44139506982328947,0.63,0.3,0.4,1747,50
MF,0.26324892576370834,0.63,0.3,0.4,1747,50
IL,0.5949871489178737,0.47,0.3,0.4,1748,42
MB,0.5170049297773205,0.47,0.3,0.4,1748,42
MF,0.42833293817954554,0.47,0.3,0.4,1748,42
IL,0.5950640072110781,0.63,0.3,0.4,1749,44
MB,0.4178510631307048,0.63,0.3,0.4,1749,44
MF,0.2720827940181262,0.63,0.3,0.4,1749,44
IL,0.5951852757805285,0.91,0.3,0.4,1750,48
MB,0.5774505966027906,0.91,0.3,0.4,1750,48
MF,0.07062645034703859,0.91,0.3,0.4,1750,48
IL,0.5950416542242254,0.29,0.1,0.4,1751,45
MB,0.42209791534651697,0.29,0.1,0.4,1751,45
MF,0.36121336867036585,0.29,0.1,0.4,1751,45
IL,0.5953255790579738,0.93,0.1,0.4,1752,45
MB,0.5942264485845393,0.93,0.1,0.4,1752,45
MF,0.06543354992922902,0.93,0.1,0.4,1752,45
IL,0.595169602519138,0.61,0.1,0.4,1753,49
MB,0.5863677016402324,0.61,0.1,0.4,1753,49
MF,0.27239734821493927,0.61,0.1,0.4,1753,49
IL,0.5951777316129115,0.16,0.3,0.4,1754,46
MB,0.3384200904247111,0.16,0.3,0.4,1754,46
MF,0.5349587599113446,0.16,0.3,0.4,1754,46
IL,0.5950807000648227,0.26,0.2,0.4,1755,48
MB,0.2602760494118695,0.26,0.2,0.4,1755,48
MF,0.3546095600704012,0.26,0.2,0.4,1755,48
IL,0.5944907695885824,0.92,0.2,0.4,1756,44
MB,0.27789473352576727,0.92,0.2,0.4,1756,44
MF,0.024353890861524834,0.92,0.2,0.4,1756,44
IL,0.5953208950736002,0.28,0.2,0.4,1757,44
MB,0.48297927633497856,0.28,0.2,0.4,1757,44
MF,0.4937022138100912,0.28,0.2,0.4,1757,44
IL,0.5950971948927866,0.92,0.2,0.4,1758,50
MB,0.520368986182277,0.92,0.2,0.4,1758,50
MF,0.04913518196305513,0.92,0.2,0.4,1758,50
IL,0.595000932932495,0.28,0.2,0.4,1759,50
MB,0.3995657691988418,0.28,0.2,0.4,1759,50
MF,0.4418751764635247,0.28,0.2,0.4,1759,50
IL,0.595434275242835,0.47,0.1,0.4,1760,51
MB,0.5094659613903442,0.47,0.1,0.4,1760,51
MF,0.3317919519779186,0.47,0.1,0.4,1760,51
IL,0.5948321097030873,0.93,0.3,0.4,1761,42
MB,0.3887555091675747,0.93,0.3,0.4,1761,42
MF,0.047961527003835575,0.93,0.3,0.4,1761,42
IL,0.5951923907181704,0.45,0.3,0.4,1762,48
MB,0.38854244153319595,0.45,0.3,0.4,1762,48
MF,0.3814312556725513,0.45,0.3,0.4,1762,48
IL,0.5948479433580044,0.29,0.3,0.4,1763,42
MB,0.20212153096387311,0.29,0.3,0.4,1763,42
MF,0.353826310723644,0.29,0.3,0.4,1763,42
IL,0.5947571958336263,0.75,0.2,0.4,1764,46
MB,0.20364228164826767,0.75,0.2,0.4,1764,46
MF,0.10234805311100538,0.75,0.2,0.4,1764,46
IL,0.5945442893882976,0.47,0.1,0.4,1765,45
MB,0.5562326699099279,0.47,0.1,0.4,1765,45
MF,0.34590724020805247,0.47,0.1,0.4,1765,45
IL,0.5952625660547076,0.63,0.1,0.4,1766,43
MB,0.3799395012054118,0.63,0.1,0.4,1766,43
MF,0.16682697983690467,0.63,0.1,0.4,1766,43
IL,0.5916990080370719,0.01,0.1,0.4,1767,51
MB,0.655989743595422,0.01,0.1,0.4,1767,51
MF,0.7502441808463228,0.01,0.1,0.4,1767,51
IL,0.5953332847152847,0.0,0.2,0.4,1768,46
MB,0.7903147343260867,0.0,0.2,0.4,1768,46
MF,0.988717117882529,0.0,0.2,0.4,1768,46
IL,0.5949363446102479,0.33,0.2,0.4,1769,46
MB,0.37089190773281727,0.33,0.2,0.4,1769,46
MF,0.36893954500142595,0.33,0.2,0.4,1769,46
IL,0.595303057413175,0.01,0.1,0.4,1770,45
MB,0.7692032147820873,0.01,0.1,0.4,1770,45
MF,0.8653506170135643,0.01,0.1,0.4,1770,45
IL,0.5953998949468701,0.25,0.1,0.4,1771,43
MB,0.6811174919698689,0.25,0.1,0.4,1771,43
MF,0.5909165265758154,0.25,0.1,0.4,1771,43
IL,0.5952341173838597,0.89,0.2,0.4,1772,46
MB,0.5083337466277492,0.89,0.2,0.4,1772,46
MF,0.09473599150481857,0.89,0.2,0.4,1772,46
IL,0.5946909777935468,0.49,0.1,0.4,1773,49
MB,0.5560190714523171,0.49,0.1,0.4,1773,49
MF,0.3359831458087951,0.49,0.1,0.4,1773,49
IL,0.5949383299010299,0.03,0.3,0.4,1774,48
MB,0.4472309663669663,0.03,0.3,0.4,1774,48
MF,0.7177537095546818,0.03,0.3,0.4,1774,48
IL,0.5947753213544623,0.46,0.2,0.4,1775,44
MB,0.18591231293303268,0.46,0.2,0.4,1775,44
MF,0.20901349990608434,0.46,0.2,0.4,1775,44
IL,0.5950317053194484,0.74,0.1,0.4,1776,47
MB,0.5321153891185707,0.74,0.1,0.4,1776,47
MF,0.18936850766577581,0.74,0.1,0.4,1776,47
IL,0.5951672413693776,0.62,0.2,0.4,1777,42
MB,0.5351157950934154,0.62,0.2,0.4,1777,42
MF,0.29510340978661903,0.62,0.2,0.4,1777,42
IL,0.5952186322265749,0.84,0.3,0.4,1778,46
MB,0.6070091820365574,0.84,0.3,0.4,1778,46
MF,0.10660985680985682,0.84,0.3,0.4,1778,46
IL,0.5949839046574003,0.46,0.2,0.4,1779,50
MB,0.48192390667936325,0.46,0.2,0.4,1779,50
MF,0.3507707252572674,0.46,0.2,0.4,1779,50
IL,0.5941483561857412,0.1,0.1,0.4,1780,47
MB,0.3967629468010965,0.1,0.1,0.4,1780,47
MF,0.4460138172415517,0.1,0.1,0.4,1780,47
IL,0.5946174055692713,0.78,0.3,0.4,1781,46
MB,0.05857621041506495,0.78,0.3,0.4,1781,46
MF,0.07202415389162593,0.78,0.3,0.4,1781,46
IL,0.5952602554821018,0.48,0.2,0.4,1782,48
MB,0.5436674849483589,0.48,0.2,0.4,1782,48
MF,0.3722635749732487,0.48,0.2,0.4,1782,48
IL,0.5949204935233936,0.88,0.1,0.4,1783,47
MB,0.591647387649797,0.88,0.1,0.4,1783,47
MF,0.10149823953823954,0.88,0.1,0.4,1783,47
IL,0.5954658150931277,0.32,0.1,0.4,1784,47
MB,0.5724669481403837,0.32,0.1,0.4,1784,47
MF,0.46661927616725896,0.32,0.1,0.4,1784,47
IL,0.5949554478937176,0.24,0.2,0.4,1785,42
MB,0.27607233617736726,0.24,0.2,0.4,1785,42
MF,0.36076906859350755,0.24,0.2,0.4,1785,42
IL,0.5949761066828145,0.71,0.2,0.4,1786,50
MB,0.5464322734907521,0.71,0.2,0.4,1786,50
MF,0.19480187404627056,0.71,0.2,0.4,1786,50
IL,0.5950957729669222,0.09,0.3,0.4,1787,46
MB,0.4157084988322101,0.09,0.3,0.4,1787,46
MF,0.6398067232711117,0.09,0.3,0.4,1787,46
IL,0.5947071851200614,0.55,0.2,0.4,1788,42
MB,0.3945513750162659,0.55,0.2,0.4,1788,42
MF,0.26658892388987565,0.55,0.2,0.4,1788,42
IL,0.5947952791084983,0.71,0.2,0.4,1789,44
MB,0.36784063717725973,0.71,0.2,0.4,1789,44
MF,0.17021196801901814,0.71,0.2,0.4,1789,44
IL,0.5951130629891089,0.43,0.1,0.4,1790,47
MB,0.438006287440088,0.43,0.1,0.4,1790,47
MF,0.30665930012901244,0.43,0.1,0.4,1790,47
IL,0.5953728985806062,0.83,0.2,0.4,1791,48
MB,0.6629493894947739,0.83,0.2,0.4,1791,48
MF,0.15754488818306425,0.83,0.2,0.4,1791,48
IL,0.5952529428724658,0.39,0.2,0.4,1792,48
MB,0.4462997659558133,0.39,0.2,0.4,1792,48
MF,0.3823593525764291,0.39,0.2,0.4,1792,48
IL,0.5951264802683379,0.37,0.2,0.4,1793,50
MB,0.5234370984970763,0.37,0.2,0.4,1793,50
MF,0.4638274452627433,0.37,0.2,0.4,1793,50
IL,0.5948857718231484,0.4,0.2,0.4,1794,50
MB,0.2762284324987453,0.4,0.2,0.4,1794,50
MF,0.28506078285808234,0.4,0.2,0.4,1794,50
IL,0.5952854944728144,0.4,0.2,0.4,1795,44
MB,0.5943760742568183,0.4,0.2,0.4,1795,44
MF,0.49539688234628965,0.4,0.2,0.4,1795,44
IL,0.5948296909980855,0.13,0.2,0.4,1796,42
MB,0.403632965424284,0.13,0.2,0.4,1796,42
MF,0.533510819599439,0.13,0.2,0.4,1796,42
IL,0.5949021614792638,0.37,0.2,0.4,1797,44
MB,0.379064208878415,0.37,0.2,0.4,1797,44
MF,0.3643203259251158,0.37,0.2,0.4,1797,44
IL,0.595086806962903,0.05,0.1,0.4,1798,47
MB,0.606984716088598,0.05,0.1,0.4,1798,47
MF,0.6649570493349553,0.05,0.1,0.4,1798,47
IL,0.5949824422042264,0.38,0.1,0.4,1799,49
MB,0.34441001391422427,0.38,0.1,0.4,1799,49
MF,0.2775447950472431,0.38,0.1,0.4,1799,49
IL,0.5953671850832346,0.54,0.1,0.4,1800,43
MB,0.7025052919365163,0.54,0.1,0.4,1800,43
MF,0.3610023805726437,0.54,0.1,0.4,1800,43
IL,0.5949501424274898,0.82,0.1,0.4,1801,49
MB,0.46008970919269193,0.82,0.1,0.4,1801,49
MF,0.10159193174386673,0.82,0.1,0.4,1801,49
IL,0.5951029272555959,0.42,0.2,0.4,1802,46
MB,0.3862691907937812,0.42,0.2,0.4,1802,46
MF,0.3284138470373415,0.42,0.2,0.4,1802,46
IL,0.5950646901730624,0.72,0.3,0.4,1803,48
MB,0.43306363046547774,0.72,0.3,0.4,1803,48
MF,0.18061604597989236,0.72,0.3,0.4,1803,48
IL,0.5950330719071443,0.9,0.3,0.4,1804,44
MB,0.44950424059511207,0.9,0.3,0.4,1804,44
MF,0.06916006496714759,0.9,0.3,0.4,1804,44
IL,0.5951947970267966,0.9,0.3,0.4,1805,50
MB,0.5676968676073295,0.9,0.3,0.4,1805,50
MF,0.07248168866908804,0.9,0.3,0.4,1805,50
IL,0.594865002662042,0.5,0.1,0.4,1806,45
MB,0.4045255456765855,0.5,0.1,0.4,1806,45
MF,0.26240112280366273,0.5,0.1,0.4,1806,45
IL,0.5949888049264176,0.7,0.3,0.4,1807,48
MB,0.3332369849597214,0.7,0.3,0.4,1807,48
MF,0.1680886674392218,0.7,0.3,0.4,1807,48
IL,0.5947937236748052,0.58,0.3,0.4,1808,42
MB,0.4169112961337412,0.58,0.3,0.4,1808,42
MF,0.29286374783426977,0.58,0.3,0.4,1808,42
IL,0.5950419380192602,0.34,0.3,0.4,1809,48
MB,0.28965475062886215,0.34,0.3,0.4,1809,48
MF,0.3959678895549408,0.34,0.3,0.4,1809,48
IL,0.5948148692598645,0.12,0.1,0.4,1810,43
MB,0.7228246155624555,0.12,0.1,0.4,1810,43
MF,0.7117039337359488,0.12,0.1,0.4,1810,43
IL,0.5952021990362578,0.04,0.2,0.4,1811,46
MB,0.5146933105477846,0.04,0.2,0.4,1811,46
MF,0.6901569104876288,0.04,0.2,0.4,1811,46
IL,0.5953381747952636,0.36,0.1,0.4,1812,45
MB,0.6343009591826567,0.36,0.1,0.4,1812,45
MF,0.4743434005345779,0.36,0.1,0.4,1812,45
IL,0.5951061380711091,0.36,0.1,0.4,1813,51
MB,0.3264859819446019,0.36,0.1,0.4,1813,51
MF,0.2726566064795964,0.36,0.1,0.4,1813,51
IL,0.5950068010029187,0.5,0.1,0.4,1814,51
MB,0.705324059362394,0.5,0.1,0.4,1814,51
MF,0.40933702527154664,0.5,0.1,0.4,1814,51
IL,0.5953482119216518,0.36,0.1,0.4,1815,50
MB,0.5515266594606706,0.36,0.1,0.4,1815,50
MF,0.4200328779099844,0.36,0.1,0.4,1815,50
IL,0.5948908664867126,0.5,0.1,0.4,1816,50
MB,0.40124756838446124,0.5,0.1,0.4,1816,50
MF,0.26987365537072233,0.5,0.1,0.4,1816,50
IL,0.5950921435025885,0.7,0.3,0.4,1817,49
MB,0.48389642690908996,0.7,0.3,0.4,1817,49
MF,0.23527022155529334,0.7,0.3,0.4,1817,49
IL,0.5956832854026487,0.5,0.1,0.4,1818,44
MB,0.43746554094519324,0.5,0.1,0.4,1818,44
MF,0.265833195542019,0.5,0.1,0.4,1818,44
IL,0.5950815734725808,0.36,0.1,0.4,1819,44
MB,0.48792552758557434,0.36,0.1,0.4,1819,44
MF,0.3747315870590744,0.36,0.1,0.4,1819,44
IL,0.5958034147111918,0.04,0.2,0.4,1820,47
MB,0.5466945130594452,0.04,0.2,0.4,1820,47
MF,0.7106669542294491,0.04,0.2,0.4,1820,47
IL,0.5953750922555358,0.12,0.1,0.4,1821,42
MB,0.6549058327209668,0.12,0.1,0.4,1821,42
MF,0.6788541961254763,0.12,0.1,0.4,1821,42
IL,0.5949827330924788,0.34,0.3,0.4,1822,49
MB,0.10731715313083982,0.34,0.3,0.4,1822,49
MF,0.27768698227460503,0.34,0.3,0.4,1822,49
IL,0.5949340556876077,0.58,0.3,0.4,1823,43
MB,0.42018647724713826,0.58,0.3,0.4,1823,43
MF,0.3134092310740156,0.58,0.3,0.4,1823,43
IL,0.595305673776341,0.9,0.3,0.4,1824,51
MB,0.6449202758299695,0.9,0.3,0.4,1824,51
MF,0.11754421951855318,0.9,0.3,0.4,1824,51
IL,0.5951447834947245,0.72,0.3,0.4,1825,49
MB,0.4953905788931813,0.72,0.3,0.4,1825,49
MF,0.21819755862580043,0.72,0.3,0.4,1825,49
IL,0.5954936527672893,0.82,0.1,0.4,1826,48
MB,0.5342437143913615,0.82,0.1,0.4,1826,48
MF,0.11284796863529611,0.82,0.1,0.4,1826,48
IL,0.5949726179847343,0.42,0.2,0.4,1827,47
MB,0.39126237385991,0.42,0.2,0.4,1827,47
MF,0.3455608116245212,0.42,0.2,0.4,1827,47
IL,0.5948263348842364,0.54,0.1,0.4,1828,42
MB,0.514300835611839,0.54,0.1,0.4,1828,42
MF,0.27537687951993567,0.54,0.1,0.4,1828,42
IL,0.5947967241911197,0.38,0.1,0.4,1829,48
MB,0.5034306861229596,0.38,0.1,0.4,1829,48
MF,0.3842488567585309,0.38,0.1,0.4,1829,48
IL,0.5949012391328306,0.9,0.3,0.4,1830,45
MB,0.449656687203439,0.9,0.3,0.4,1830,45
MF,0.06430221951315611,0.9,0.3,0.4,1830,45
IL,0.594379663986336,0.4,0.2,0.4,1831,45
MB,0.12234674195607,0.4,0.2,0.4,1831,45
MF,0.1936737437511401,0.4,0.2,0.4,1831,45
IL,0.594953135335253,0.05,0.1,0.4,1832,46
MB,0.5297441674742157,0.05,0.1,0.4,1832,46
MF,0.6052612958151772,0.05,0.1,0.4,1832,46
IL,0.5948567760590093,0.37,0.2,0.4,1833,45
MB,0.36708590124817425,0.37,0.2,0.4,1833,45
MF,0.3595270794714853,0.37,0.2,0.4,1833,45
IL,0.5952346686819628,0.13,0.2,0.4,1834,43
MB,0.4543913618785756,0.13,0.2,0.4,1834,43
MF,0.5725554653199433,0.13,0.2,0.4,1834,43
IL,0.5948485950722922,0.37,0.2,0.4,1835,51
MB,0.1830465885117519,0.37,0.2,0.4,1835,51
MF,0.23966386632917588,0.37,0.2,0.4,1835,51
IL,0.5950120583164885,0.4,0.2,0.4,1836,51
MB,0.555226109490198,0.4,0.2,0.4,1836,51
MF,0.42389484707563096,0.4,0.2,0.4,1836,51
IL,0.5950731760287218,0.39,0.2,0.4,1837,49
MB,0.462431173124172,0.39,0.2,0.4,1837,49
MF,0.3830428612905397,0.39,0.2,0.4,1837,49
IL,0.5948749733012086,0.43,0.1,0.4,1838,46
MB,0.5429236559448526,0.43,0.1,0.4,1838,46
MF,0.3478961128660244,0.43,0.1,0.4,1838,46
IL,0.5954617049122464,0.83,0.2,0.4,1839,49
MB,0.5683367021642027,0.83,0.2,0.4,1839,49
MF,0.16672489066489066,0.83,0.2,0.4,1839,49
IL,0.5947168606497152,0.71,0.2,0.4,1840,45
MB,0.48804449573861275,0.71,0.2,0.4,1840,45
MF,0.17953639760902662,0.71,0.2,0.4,1840,45
IL,0.5948297811731734,0.55,0.2,0.4,1841,43
MB,0.4571747065680881,0.55,0.2,0.4,1841,43
MF,0.3051070144856144,0.55,0.2,0.4,1841,43
IL,0.5950509691495743,0.09,0.3,0.4,1842,47
MB,0.23130140623270773,0.09,0.3,0.4,1842,47
MF,0.47543824675839813,0.09,0.3,0.4,1842,47
IL,0.595108486873629,0.71,0.2,0.4,1843,51
MB,0.542301281402383,0.71,0.2,0.4,1843,51
MF,0.17321061946297456,0.71,0.2,0.4,1843,51
IL,0.5949825561437763,0.1,0.1,0.4,1844,46
MB,0.604906004589283,0.1,0.1,0.4,1844,46
MF,0.6272307099739177,0.1,0.1,0.4,1844,46
IL,0.5951082619106569,0.24,0.2,0.4,1845,43
MB,0.5327523464077735,0.24,0.2,0.4,1845,43
MF,0.5713390142492308,0.24,0.2,0.4,1845,43
IL,0.5943762306400621,0.32,0.1,0.4,1846,46
MB,0.4797005907187873,0.32,0.1,0.4,1846,46
MF,0.4028824641204056,0.32,0.1,0.4,1846,46
IL,0.5949598420013305,0.48,0.2,0.4,1847,49
MB,0.507242811084489,0.48,0.2,0.4,1847,49
MF,0.35628895408955163,0.48,0.2,0.4,1847,49
IL,0.5943286724037329,0.88,0.1,0.4,1848,46
MB,0.45448355006538843,0.88,0.1,0.4,1848,46
MF,0.0549556943056943,0.88,0.1,0.4,1848,46
IL,0.5951377191944653,0.78,0.3,0.4,1849,47
MB,0.456045361398663,0.78,0.3,0.4,1849,47
MF,0.15265786083506253,0.78,0.3,0.4,1849,47
IL,0.5950856211185405,0.46,0.2,0.4,1850,51
MB,0.49852573677847883,0.46,0.2,0.4,1850,51
MF,0.389304795124242,0.46,0.2,0.4,1850,51
IL,0.5950762493912913,0.84,0.3,0.4,1851,47
MB,0.5683331433458368,0.84,0.3,0.4,1851,47
MF,0.12348687254137818,0.84,0.3,0.4,1851,47
IL,0.5955944073483239,0.62,0.2,0.4,1852,43
MB,0.6256965011598832,0.62,0.2,0.4,1852,43
MF,0.28587867718036025,0.62,0.2,0.4,1852,43
IL,0.5949255675944283,0.74,0.1,0.4,1853,46
MB,0.4386542752627309,0.74,0.1,0.4,1853,46
MF,0.13305682241219394,0.74,0.1,0.4,1853,46
IL,0.5950797106931586,0.46,0.2,0.4,1854,45
MB,0.5880402277509981,0.46,0.2,0.4,1854,45
MF,0.4306685676415911,0.46,0.2,0.4,1854,45
IL,0.5948992306265901,0.0,0.2,0.4,1855,47
MB,0.7869216223683607,0.0,0.2,0.4,1855,47
MF,0.9859330495953996,0.0,0.2,0.4,1855,47
IL,0.5950840934421474,0.03,0.3,0.4,1856,49
MB,0.4944825930105326,0.03,0.3,0.4,1856,49
MF,0.7602866151704823,0.03,0.3,0.4,1856,49
IL,0.5946415835901179,0.89,0.2,0.4,1857,47
MB,0.5712049368918161,0.89,0.2,0.4,1857,47
MF,0.09317718469362109,0.89,0.2,0.4,1857,47
IL,0.5947437930385374,0.49,0.1,0.4,1858,48
MB,0.32408731246511085,0.49,0.1,0.4,1858,48
MF,0.21777491956348932,0.49,0.1,0.4,1858,48
IL,0.5950936535320421,0.25,0.1,0.4,1859,42
MB,0.5878445450493793,0.25,0.1,0.4,1859,42
MF,0.5114103563862623,0.25,0.1,0.4,1859,42
IL,0.5942533634462527,0.01,0.1,0.4,1860,44
MB,0.7286690053965331,0.01,0.1,0.4,1860,44
MF,0.8234665652133033,0.01,0.1,0.4,1860,44
