strategy,avg_payoff,delta,kappa,seed,sim
IL,0.5949719963797938,0.68,0.4,45,578
MF,0.24357304302346214,0.68,0.4,45,578
IL,0.5951138124703608,0.44,0.4,50,579
MF,0.46594378167101225,0.44,0.4,50,579
IL,0.5950669608039573,0.44,0.4,44,580
MF,0.40944570509477096,0.44,0.4,44,580
IL,0.5950991951057143,0.18,0.4,46,581
MF,0.5917632607052102,0.18,0.4,46,581
IL,0.5949634358961137,0.68,0.4,51,582
MF,0.22870988892889968,0.68,0.4,51,582
IL,0.5950060822428812,0.06,0.4,45,583
MF,0.7834322154734349,0.06,0.4,45,583
IL,0.5951288995901093,0.85,0.4,49,584
MF,0.14527435119517512,0.85,0.4,49,584
IL,0.5948494753832338,0.0,0.4,48,585
MF,0.985218325781207,0.0,0.4,48,585
IL,0.5949643002117404,0.76,0.4,46,586
MF,0.2093060303083902,0.76,0.4,46,586
IL,0.5951435749074361,0.06,0.4,51,587
MF,0.7344271369006754,0.06,0.4,51,587
IL,0.5950022896980319,0.88,0.4,43,588
MF,0.07686296931077606,0.88,0.4,43,588
IL,0.5949476420166764,0.76,0.4,50,589
MF,0.16983669521579978,0.76,0.4,50,589
IL,0.594950746356086,0.06,0.4,47,590
MF,0.6627506000864971,0.06,0.4,47,590
IL,0.5949757727330286,0.76,0.4,44,591
MF,0.2016222883523082,0.76,0.4,44,591
IL,0.5949337200702757,0.18,0.4,50,592
MF,0.5128485400368455,0.18,0.4,50,592
IL,0.5950244879853576,0.68,0.4,47,593
MF,0.22326991410461677,0.68,0.4,47,593
IL,0.5949569900921874,0.34,0.4,45,594
MF,0.39493387860783946,0.34,0.4,45,594
IL,0.5949962090879524,0.96,0.4,42,595
MF,0.043824380612332604,0.96,0.4,42,595
IL,0.5949676621281558,0.34,0.4,51,596
MF,0.42203942767998015,0.34,0.4,51,596
IL,0.5948829739010745,0.18,0.4,44,597
MF,0.5751064658422494,0.18,0.4,44,597
IL,0.5950524448088851,0.44,0.4,46,598
MF,0.4007018856094094,0.44,0.4,46,598
IL,0.5950741775042924,0.62,0.4,43,599
MF,0.2849230038724272,0.62,0.4,43,599
IL,0.5947534905382721,0.43,0.4,48,600
MF,0.3508672150267449,0.43,0.4,48,600
IL,0.5949955109340297,0.82,0.4,51,601
MF,0.1453086818773708,0.82,0.4,51,601
IL,0.5950003305490008,0.7,0.4,44,602
MF,0.22270417132499096,0.7,0.4,44,602
IL,0.5952226907300086,0.01,0.4,49,603
MF,0.8421829623499598,0.01,0.4,49,603
IL,0.5949241221940577,0.82,0.4,45,604
MF,0.13938404312853556,0.82,0.4,45,604
IL,0.5949929479167207,0.7,0.4,50,605
MF,0.23002282174905697,0.7,0.4,50,605
IL,0.5949873284229132,0.94,0.4,45,606
MF,0.061290479324049386,0.94,0.4,45,606
IL,0.5949721559869372,0.17,0.4,49,607
MF,0.5085726787518015,0.17,0.4,49,607
IL,0.5951509580391373,0.36,0.4,42,608
MF,0.38093109369235606,0.36,0.4,42,608
IL,0.5950774960943841,0.94,0.4,51,609
MF,0.02994339620819497,0.94,0.4,51,609
IL,0.5949322716185184,0.79,0.4,49,610
MF,0.15895577088755528,0.79,0.4,49,610
IL,0.5950029513425495,0.58,0.4,42,611
MF,0.325221321382645,0.58,0.4,42,611
IL,0.5950183154740242,0.74,0.4,43,612
MF,0.24531264208735135,0.74,0.4,43,612
IL,0.5950979701914575,0.55,0.4,48,613
MF,0.3779050223016519,0.55,0.4,48,613
IL,0.5950902916121782,0.5,0.4,43,614
MF,0.46166187818119003,0.5,0.4,43,614
IL,0.5950875438092706,0.52,0.4,46,615
MF,0.354886865153179,0.52,0.4,46,615
IL,0.5949092276112523,0.22,0.4,51,616
MF,0.5409108661020918,0.22,0.4,51,616
IL,0.595272531236536,0.22,0.4,45,617
MF,0.6090327952909449,0.22,0.4,45,617
IL,0.595051441990894,0.8,0.4,49,618
MF,0.17097120960485174,0.8,0.4,49,618
IL,0.595020210896347,0.8,0.4,48,619
MF,0.1647041348661941,0.8,0.4,48,619
IL,0.5948463871278856,0.22,0.4,44,620
MF,0.45624118114330314,0.22,0.4,44,620
IL,0.5950633387707863,0.5,0.4,42,621
MF,0.352164136098685,0.5,0.4,42,621
IL,0.5950475463793112,0.22,0.4,50,622
MF,0.524398714757525,0.22,0.4,50,622
IL,0.5950124282414638,0.52,0.4,47,623
MF,0.36597654684027103,0.52,0.4,47,623
IL,0.595050009928163,0.74,0.4,42,624
MF,0.20840004956468478,0.74,0.4,42,624
IL,0.5949156762288879,0.55,0.4,49,625
MF,0.3308483983176133,0.55,0.4,49,625
IL,0.5950118482338351,0.79,0.4,48,626
MF,0.17403819272536006,0.79,0.4,48,626
IL,0.5950109523367615,0.58,0.4,43,627
MF,0.34448464902391285,0.58,0.4,43,627
IL,0.5949200274609849,0.94,0.4,50,628
MF,0.051053355482553464,0.94,0.4,50,628
IL,0.5950000276881144,0.17,0.4,48,629
MF,0.5701483887731364,0.17,0.4,48,629
IL,0.5949701159671806,0.94,0.4,44,630
MF,0.058955859830700265,0.94,0.4,44,630
IL,0.5950714337840788,0.36,0.4,43,631
MF,0.48943218052540305,0.36,0.4,43,631
IL,0.5950119531171912,0.7,0.4,51,632
MF,0.2504158342890161,0.7,0.4,51,632
IL,0.5949769514116918,0.82,0.4,44,633
MF,0.12704826554319196,0.82,0.4,44,633
IL,0.594875474019874,0.01,0.4,48,634
MF,0.7933762828722678,0.01,0.4,48,634
IL,0.5949226063424126,0.7,0.4,45,635
MF,0.21145357858956318,0.7,0.4,45,635
IL,0.5950477521611653,0.82,0.4,50,636
MF,0.1318001234838102,0.82,0.4,50,636
IL,0.5950280449899106,0.62,0.4,42,637
MF,0.321440677665417,0.62,0.4,42,637
IL,0.5949784921029438,0.43,0.4,49,638
MF,0.42223171454024216,0.43,0.4,49,638
IL,0.5948519365956912,0.44,0.4,47,639
MF,0.37044402977845414,0.44,0.4,47,639
IL,0.5949424633982643,0.18,0.4,45,640
MF,0.5119997812942219,0.18,0.4,45,640
IL,0.5948597166741547,0.34,0.4,50,641
MF,0.4100806331801478,0.34,0.4,50,641
IL,0.5951003195527487,0.34,0.4,44,642
MF,0.49745992355143037,0.34,0.4,44,642
IL,0.5950603599481401,0.68,0.4,46,643
MF,0.23242507792893943,0.68,0.4,46,643
IL,0.5950661543723669,0.18,0.4,51,644
MF,0.5384299713805394,0.18,0.4,51,644
IL,0.5950259535856317,0.96,0.4,43,645
MF,0.04534193178959798,0.96,0.4,43,645
IL,0.594994005741285,0.76,0.4,45,646
MF,0.19918896250381948,0.76,0.4,45,646
IL,0.5943634838597934,0.06,0.4,46,647
MF,0.5051672186048852,0.06,0.4,46,647
IL,0.5949702844820605,0.76,0.4,51,648
MF,0.18909582732954083,0.76,0.4,51,648
IL,0.5946478125998097,0.49,0.4,49,649
MF,0.3260961964818248,0.49,0.4,49,649
IL,0.5950300810931594,0.96,0.4,47,650
MF,0.029264268196815966,0.96,0.4,47,650
IL,0.5949587305774441,0.68,0.4,42,651
MF,0.2388655443042436,0.68,0.4,42,651
IL,0.5948941930531536,0.44,0.4,43,652
MF,0.3525914033706866,0.44,0.4,43,652
IL,0.5950003498758598,0.65,0.4,48,653
MF,0.278201028689507,0.65,0.4,48,653
IL,0.594907256286521,0.27,0.4,49,654
MF,0.5058604638105142,0.27,0.4,49,654
IL,0.5950338301112106,0.88,0.4,50,655
MF,0.12344324649554142,0.88,0.4,50,655
IL,0.5942632160055935,0.06,0.4,42,656
MF,0.5745050263040905,0.06,0.4,42,656
IL,0.5950140944004597,0.88,0.4,44,657
MF,0.10291938290896453,0.88,0.4,44,657
IL,0.5949723760503762,0.12,0.4,51,658
MF,0.575328264780306,0.12,0.4,51,658
IL,0.5948767251602274,0.62,0.4,46,659
MF,0.25269264740316005,0.62,0.4,46,659
IL,0.5950384202179019,0.91,0.4,49,660
MF,0.09367676588511344,0.91,0.4,49,660
IL,0.5949216503072211,0.12,0.4,45,661
MF,0.5600107802114832,0.12,0.4,45,661
IL,0.5951273265304748,0.04,0.4,45,662
MF,0.7673862916370214,0.04,0.4,45,662
IL,0.5949373946087455,0.58,0.4,47,663
MF,0.29463663817304137,0.58,0.4,47,663
IL,0.5950267200569942,0.87,0.4,49,664
MF,0.08468886204683446,0.87,0.4,49,664
IL,0.5948949154840848,0.28,0.4,50,665
MF,0.44424676480302877,0.28,0.4,50,665
IL,0.5949659120026467,0.2,0.4,48,666
MF,0.5393769542189853,0.2,0.4,48,666
IL,0.5949526129444865,0.74,0.4,46,667
MF,0.20414272291399313,0.74,0.4,46,667
IL,0.5949543557784663,0.28,0.4,44,668
MF,0.48125436689026435,0.28,0.4,44,668
IL,0.5953638654042468,0.04,0.4,51,669
MF,0.7397044705365785,0.04,0.4,51,669
IL,0.5946954201531638,0.36,0.4,47,670
MF,0.3440641820392676,0.36,0.4,47,670
IL,0.5951231985106915,0.46,0.4,50,671
MF,0.41572039665406935,0.46,0.4,50,671
IL,0.595127339593554,0.46,0.4,44,672
MF,0.3875328875760007,0.46,0.4,44,672
IL,0.5951661487909145,0.31,0.4,49,673
MF,0.4846268434868135,0.31,0.4,49,673
IL,0.5949426354121407,0.52,0.4,43,674
MF,0.3880137634943039,0.52,0.4,43,674
IL,0.5950106229274792,0.73,0.4,48,675
MF,0.22266427011487552,0.73,0.4,48,675
IL,0.5950872370800262,0.5,0.4,46,676
MF,0.3921292802564119,0.5,0.4,46,676
IL,0.5951278806967283,0.52,0.4,42,677
MF,0.3593839383585892,0.52,0.4,42,677
IL,0.5948468659970659,0.5,0.4,47,678
MF,0.310878153722879,0.5,0.4,47,678
IL,0.5949849815345588,0.73,0.4,49,679
MF,0.21222383820654023,0.73,0.4,49,679
IL,0.5951931056309214,0.31,0.4,48,680
MF,0.4622692940839425,0.31,0.4,48,680
IL,0.5949551564335611,0.46,0.4,45,681
MF,0.3910730574362295,0.46,0.4,45,681
IL,0.595121497769856,0.46,0.4,51,682
MF,0.4239252827077974,0.46,0.4,51,682
IL,0.5952033899903891,0.36,0.4,46,683
MF,0.5243671410649072,0.36,0.4,46,683
IL,0.5950428684412461,0.04,0.4,50,684
MF,0.690769234403302,0.04,0.4,50,684
IL,0.5946539160604403,0.28,0.4,45,685
MF,0.37641678762656133,0.28,0.4,45,685
IL,0.5950034135181612,0.74,0.4,47,686
MF,0.24164694962061517,0.74,0.4,47,686
IL,0.5949502577856606,0.2,0.4,49,687
MF,0.472948063174911,0.2,0.4,49,687
IL,0.5951474076308616,0.28,0.4,51,688
MF,0.49524255132807254,0.28,0.4,51,688
IL,0.5949625642299861,0.87,0.4,48,689
MF,0.1064013462427354,0.87,0.4,48,689
IL,0.5949545564340647,0.58,0.4,46,690
MF,0.31384072588931144,0.58,0.4,46,690
IL,0.5949897186578844,0.04,0.4,44,691
MF,0.7622038980358796,0.04,0.4,44,691
IL,0.5951183094369068,0.12,0.4,44,692
MF,0.5759621656141825,0.12,0.4,44,692
IL,0.5950730367313043,0.91,0.4,48,693
MF,0.06951892434399087,0.91,0.4,48,693
IL,0.5949848096755123,0.62,0.4,47,694
MF,0.2518148454075962,0.62,0.4,47,694
IL,0.5947198962261931,0.12,0.4,50,695
MF,0.44074406396272414,0.12,0.4,50,695
IL,0.5950547769473795,0.88,0.4,45,696
MF,0.10120055422440588,0.88,0.4,45,696
IL,0.5949766242311683,0.88,0.4,51,697
MF,0.11472782023105264,0.88,0.4,51,697
IL,0.5947270621805083,0.27,0.4,48,698
MF,0.4187042509263197,0.27,0.4,48,698
IL,0.5949357466865017,0.06,0.4,43,699
MF,0.6420082095971051,0.06,0.4,43,699
IL,0.5951933079675241,0.44,0.4,42,700
MF,0.41766838224296626,0.44,0.4,42,700
IL,0.5949264277270068,0.65,0.4,49,701
MF,0.27542459994621943,0.65,0.4,49,701
IL,0.595026000624716,0.96,0.4,46,702
MF,0.03755538514564211,0.96,0.4,46,702
IL,0.5949937093397576,0.49,0.4,48,703
MF,0.41721607719165205,0.49,0.4,48,703
IL,0.5950463245002399,0.68,0.4,43,704
MF,0.30139336856282073,0.68,0.4,43,704
IL,0.5949531992541293,0.96,0.4,50,705
MF,0.023033770540936537,0.96,0.4,50,705
IL,0.5950104405595961,0.39,0.4,49,706
MF,0.43941967530906684,0.39,0.4,49,706
IL,0.5950613429386195,0.18,0.4,42,707
MF,0.5826254376189703,0.18,0.4,42,707
IL,0.5951007167165956,0.34,0.4,43,708
MF,0.486943359346223,0.34,0.4,43,708
IL,0.5951543735877902,0.15,0.4,48,709
MF,0.4661826401359918,0.15,0.4,48,709
IL,0.594995663594436,0.96,0.4,44,710
MF,0.02452711038693537,0.96,0.4,44,710
IL,0.595012876302592,0.57,0.4,49,711
MF,0.3302913521261472,0.57,0.4,49,711
IL,0.5949379437900543,0.88,0.4,47,712
MF,0.11497964942554309,0.88,0.4,47,712
IL,0.5949468234733251,0.76,0.4,42,713
MF,0.18917379122875333,0.76,0.4,42,713
IL,0.5949285264606515,0.82,0.4,43,714
MF,0.14034177067866202,0.82,0.4,43,714
IL,0.5950850414501632,0.7,0.4,42,715
MF,0.2603970886119977,0.7,0.4,42,715
IL,0.5950379515387102,0.62,0.4,51,716
MF,0.3401356888515811,0.62,0.4,51,716
IL,0.5951224074181173,0.12,0.4,46,717
MF,0.6839320570974824,0.12,0.4,46,717
IL,0.5950004867899586,0.62,0.4,45,718
MF,0.30632377531566607,0.62,0.4,45,718
IL,0.5950401286444075,0.74,0.4,45,719
MF,0.21029861198970684,0.74,0.4,45,719
IL,0.5950559751613959,0.28,0.4,47,720
MF,0.46654328022878616,0.28,0.4,47,720
IL,0.5950053967815203,0.58,0.4,50,721
MF,0.32623973151064944,0.58,0.4,50,721
IL,0.5955628606269674,0.04,0.4,46,722
MF,0.858953066394025,0.04,0.4,46,722
IL,0.5949978820084862,0.58,0.4,44,723
MF,0.34707993715485047,0.58,0.4,44,723
IL,0.5950092457350724,0.74,0.4,51,724
MF,0.220327631285914,0.74,0.4,51,724
IL,0.5947446107530134,0.46,0.4,47,725
MF,0.3273574336889044,0.46,0.4,47,725
IL,0.5947961390054207,0.36,0.4,50,726
MF,0.3957289912763052,0.36,0.4,50,726
IL,0.5950409199343242,0.99,0.4,49,727
MF,-0.02273174364679009,0.99,0.4,49,727
IL,0.5949998708130676,0.94,0.4,43,728
MF,0.04876049927875458,0.94,0.4,43,728
IL,0.5948952136744521,0.36,0.4,44,729
MF,0.3973977072160142,0.36,0.4,44,729
IL,0.5949572116488252,0.41,0.4,49,730
MF,0.37824491812462646,0.41,0.4,49,730
IL,0.5949829738865565,0.22,0.4,43,731
MF,0.5054001528284152,0.22,0.4,43,731
IL,0.5946964559157679,0.5,0.4,51,732
MF,0.2992038022110805,0.5,0.4,51,732
IL,0.5946039934483394,0.03,0.4,48,733
MF,0.7814793351531963,0.03,0.4,48,733
IL,0.5951134309045623,0.5,0.4,45,734
MF,0.39558825739631914,0.5,0.4,45,734
IL,0.594927689702936,0.5,0.4,44,735
MF,0.3265863876085442,0.5,0.4,44,735
IL,0.5951420728579617,0.22,0.4,42,736
MF,0.48351835455825415,0.22,0.4,42,736
IL,0.5950364815262552,0.03,0.4,49,737
MF,0.7892078535510533,0.03,0.4,49,737
IL,0.5950619487358549,0.5,0.4,50,738
MF,0.40910780568783106,0.5,0.4,50,738
IL,0.5949465240088626,0.41,0.4,48,739
MF,0.4335483050354994,0.41,0.4,48,739
IL,0.594968465439017,0.94,0.4,42,740
MF,0.04729767323202582,0.94,0.4,42,740
IL,0.5949813758787129,0.36,0.4,45,741
MF,0.43027309194106483,0.36,0.4,45,741
IL,0.5950310512735829,0.99,0.4,48,742
MF,0.005661822657426247,0.99,0.4,48,742
IL,0.5950098091168159,0.36,0.4,51,743
MF,0.4126836855183148,0.36,0.4,51,743
IL,0.5951206895960343,0.46,0.4,46,744
MF,0.3665159136767764,0.46,0.4,46,744
IL,0.5950004185953065,0.74,0.4,50,745
MF,0.22865811756826435,0.74,0.4,50,745
IL,0.5948936847521318,0.58,0.4,45,746
MF,0.28441624655023656,0.58,0.4,45,746
IL,0.594881888249521,0.04,0.4,47,747
MF,0.7259228582134465,0.04,0.4,47,747
IL,0.595011824402577,0.58,0.4,51,748
MF,0.34973634214569865,0.58,0.4,51,748
IL,0.5948146000752168,0.28,0.4,46,749
MF,0.3774426711803681,0.28,0.4,46,749
IL,0.5949063871495194,0.74,0.4,44,750
MF,0.17622897611406751,0.74,0.4,44,750
IL,0.5949717011421257,0.62,0.4,44,751
MF,0.2715349954540851,0.62,0.4,44,751
IL,0.5950438711712873,0.12,0.4,47,752
MF,0.5293254216320054,0.12,0.4,47,752
IL,0.5949772529791176,0.62,0.4,50,753
MF,0.2983560997050111,0.62,0.4,50,753
IL,0.5948956563968006,0.7,0.4,43,754
MF,0.21688822337585179,0.7,0.4,43,754
IL,0.5949887617601355,0.82,0.4,42,755
MF,0.14826884021372172,0.82,0.4,42,755
IL,0.5950558701331443,0.88,0.4,46,756
MF,0.09312165563384053,0.88,0.4,46,756
IL,0.5950177212049862,0.57,0.4,48,757
MF,0.3587596589708002,0.57,0.4,48,757
IL,0.594998846394103,0.76,0.4,43,758
MF,0.1706611376136146,0.76,0.4,43,758
IL,0.595167583301109,0.34,0.4,42,759
MF,0.4463848116216759,0.34,0.4,42,759
IL,0.5949787552384777,0.96,0.4,45,760
MF,0.04048682470020195,0.96,0.4,45,760
IL,0.5949940841185796,0.15,0.4,49,761
MF,0.5781609471347436,0.15,0.4,49,761
IL,0.5948637052090093,0.39,0.4,48,762
MF,0.3833705649605222,0.39,0.4,48,762
IL,0.5949985726747032,0.96,0.4,51,763
MF,0.027764154048087686,0.96,0.4,51,763
IL,0.5949906006933364,0.18,0.4,43,764
MF,0.5093825035396197,0.18,0.4,43,764
IL,0.5950895693088528,0.66,0.4,43,765
MF,0.298473498570061,0.66,0.4,43,765
IL,0.5950338488043768,0.47,0.4,48,766
MF,0.40439238801767935,0.47,0.4,48,766
IL,0.5949895372554124,0.98,0.4,46,767
MF,0.001887427001858014,0.98,0.4,46,767
IL,0.5949207710528355,0.05,0.4,49,768
MF,0.6729749347461207,0.05,0.4,49,768
IL,0.5950652126066116,0.3,0.4,50,769
MF,0.429849966816027,0.3,0.4,50,769
IL,0.5950396792665741,0.86,0.4,45,770
MF,0.12520353495758663,0.86,0.4,45,770
IL,0.59486986973598,0.24,0.4,42,771
MF,0.5175071102373571,0.24,0.4,42,771
IL,0.5954269302535041,0.08,0.4,43,772
MF,0.7064996986999161,0.08,0.4,43,772
IL,0.5950493691183261,0.3,0.4,44,773
MF,0.4858068274466663,0.3,0.4,44,773
IL,0.5949975673918543,0.86,0.4,51,774
MF,0.1032425230047216,0.86,0.4,51,774
IL,0.5951422978047778,0.29,0.4,48,775
MF,0.46505433613605485,0.29,0.4,48,775
IL,0.5949594104468239,0.72,0.4,44,776
MF,0.2177943511558692,0.72,0.4,44,776
IL,0.595089157438836,0.72,0.4,50,777
MF,0.26292977099744697,0.72,0.4,50,777
IL,0.5954199694783837,0.02,0.4,47,778
MF,0.8543299812231915,0.02,0.4,47,778
IL,0.595033008726495,0.92,0.4,42,779
MF,0.06904167675461792,0.92,0.4,42,779
IL,0.5950364842762685,1.0,0.4,50,780
MF,0.003268378738918838,1.0,0.4,50,780
IL,0.5950234704543061,1.0,0.4,44,781
MF,0.010703392097027198,1.0,0.4,44,781
IL,0.5949327121993093,0.26,0.4,45,782
MF,0.48167592825021494,0.26,0.4,45,782
IL,0.594971130240051,0.84,0.4,42,783
MF,0.12001369001119008,0.84,0.4,42,783
IL,0.5950565057910103,0.1,0.4,43,784
MF,0.657897986735773,0.1,0.4,43,784
IL,0.5949371189522878,0.56,0.4,46,785
MF,0.3218738223332362,0.56,0.4,46,785
IL,0.595172618239979,0.26,0.4,51,786
MF,0.5346430688557753,0.26,0.4,51,786
IL,0.5949018755456847,0.89,0.4,48,787
MF,0.09628017881920913,0.89,0.4,48,787
IL,0.5950043021125181,0.14,0.4,47,788
MF,0.6083518776184657,0.14,0.4,47,788
IL,0.5948989646671146,0.48,0.4,45,789
MF,0.4092552233737075,0.48,0.4,45,789
IL,0.59487401217622,0.64,0.4,50,790
MF,0.24482994992348472,0.64,0.4,50,790
IL,0.5950983093499824,0.64,0.4,44,791
MF,0.291207897220042,0.64,0.4,44,791
IL,0.5949583732364575,0.38,0.4,46,792
MF,0.4204783913367249,0.38,0.4,46,792
IL,0.5950814464982456,0.48,0.4,51,793
MF,0.40247986821950066,0.48,0.4,51,793
IL,0.5942383869947053,0.13,0.4,49,794
MF,0.4906425261850298,0.13,0.4,49,794
IL,0.5948101732253513,0.32,0.4,42,795
MF,0.40898595902487184,0.32,0.4,42,795
IL,0.595039500039563,0.51,0.4,48,796
MF,0.4240264095739211,0.51,0.4,48,796
IL,0.5950073378545964,0.51,0.4,49,797
MF,0.3690293485234601,0.51,0.4,49,797
IL,0.5950189226626029,0.13,0.4,48,798
MF,0.4601049282183437,0.13,0.4,48,798
IL,0.5949239484859765,0.32,0.4,43,799
MF,0.4509196314946921,0.32,0.4,43,799
IL,0.5951048037576062,0.48,0.4,50,800
MF,0.401250416702417,0.48,0.4,50,800
IL,0.5950215373216559,0.38,0.4,47,801
MF,0.458834824912731,0.38,0.4,47,801
IL,0.5950387329360914,0.64,0.4,45,802
MF,0.25781177724884924,0.64,0.4,45,802
IL,0.5948946395974648,0.64,0.4,51,803
MF,0.2573973228595631,0.64,0.4,51,803
IL,0.5950156236875007,0.48,0.4,44,804
MF,0.3977795034241081,0.48,0.4,44,804
IL,0.5951035429448233,0.14,0.4,46,805
MF,0.6126629471094966,0.14,0.4,46,805
IL,0.5951097290959236,0.1,0.4,42,806
MF,0.6050296062048673,0.1,0.4,42,806
IL,0.5950078763794158,0.89,0.4,49,807
MF,0.09962869605121769,0.89,0.4,49,807
IL,0.5949909036963672,0.26,0.4,50,808
MF,0.4766204395427476,0.26,0.4,50,808
IL,0.5950431766916179,0.56,0.4,47,809
MF,0.31648198486655715,0.56,0.4,47,809
IL,0.5948904437102064,0.26,0.4,44,810
MF,0.48264899162627034,0.26,0.4,44,810
IL,0.5950501048962273,0.84,0.4,43,811
MF,0.15324793646032023,0.84,0.4,43,811
IL,0.5949945563829854,1.0,0.4,45,812
MF,-0.0010826890511810427,1.0,0.4,45,812
IL,0.5949927270713381,1.0,0.4,51,813
MF,-0.022424948227806468,1.0,0.4,51,813
IL,0.5949299675751388,0.92,0.4,43,814
MF,0.07054278228695807,0.92,0.4,43,814
IL,0.595298544246618,0.02,0.4,46,815
MF,0.8120237939031083,0.02,0.4,46,815
IL,0.5949711896802438,0.72,0.4,51,816
MF,0.2082976298750043,0.72,0.4,51,816
IL,0.5950013131766122,0.72,0.4,45,817
MF,0.21952300437251152,0.72,0.4,45,817
IL,0.5950179607037863,0.08,0.4,42,818
MF,0.6761635259421855,0.08,0.4,42,818
IL,0.5951645097524771,0.29,0.4,49,819
MF,0.5220833831857798,0.29,0.4,49,819
IL,0.5950280978426921,0.86,0.4,50,820
MF,0.11085966864233118,0.86,0.4,50,820
IL,0.5949053878364395,0.3,0.4,45,821
MF,0.42625822376117095,0.3,0.4,45,821
IL,0.5949603854833119,0.86,0.4,44,822
MF,0.14541648862870082,0.86,0.4,44,822
IL,0.5950053159047025,0.3,0.4,51,823
MF,0.44641186857367765,0.3,0.4,51,823
IL,0.5948198659203284,0.05,0.4,48,824
MF,0.7408547177035764,0.05,0.4,48,824
IL,0.5950413735593785,0.24,0.4,43,825
MF,0.5724624265565962,0.24,0.4,43,825
IL,0.5949897838537135,0.66,0.4,42,826
MF,0.26690630857817393,0.66,0.4,42,826
IL,0.5949937639830865,0.98,0.4,47,827
MF,0.024458367021284046,0.98,0.4,47,827
IL,0.5948861076426779,0.47,0.4,49,828
MF,0.31829305380082085,0.47,0.4,49,828
IL,0.5949813606441436,0.98,0.4,45,829
MF,0.018883303693165987,0.98,0.4,45,829
IL,0.5946233505855048,0.16,0.4,43,830
MF,0.4436634043947405,0.16,0.4,43,830
IL,0.5949887140650457,0.37,0.4,48,831
MF,0.3854102344350297,0.37,0.4,48,831
IL,0.5950037403407017,0.98,0.4,51,832
MF,-0.005423732828246221,0.98,0.4,51,832
IL,0.594933918899126,0.75,0.4,49,833
MF,0.2300243892692889,0.75,0.4,49,833
IL,0.5948641865215046,0.3,0.4,47,834
MF,0.4299815960558756,0.3,0.4,47,834
IL,0.5949424209558424,0.54,0.4,42,835
MF,0.332911545282041,0.54,0.4,42,835
IL,0.5949513588421403,0.78,0.4,43,836
MF,0.15940993089471236,0.78,0.4,43,836
IL,0.5949622299160188,0.59,0.4,48,837
MF,0.30400783692854755,0.59,0.4,48,837
IL,0.5950153731518086,0.86,0.4,46,838
MF,0.11329983436105928,0.86,0.4,46,838
IL,0.5949954148276727,0.9,0.4,43,839
MF,0.11364232368103522,0.9,0.4,43,839
IL,0.5949534149040353,0.81,0.4,48,840
MF,0.154069604399139,0.81,0.4,48,840
IL,0.5951710434601939,0.02,0.4,44,841
MF,0.8568894968701115,0.02,0.4,44,841
IL,0.5953508952036819,0.02,0.4,50,842
MF,0.8479495955398625,0.02,0.4,50,842
IL,0.595107235122943,0.4,0.4,49,843
MF,0.45572955084801053,0.4,0.4,49,843
IL,0.5950787881623284,0.72,0.4,47,844
MF,0.28168049967703285,0.72,0.4,47,844
IL,0.595046343132957,1.0,0.4,47,845
MF,0.006687592277004042,1.0,0.4,47,845
IL,0.5951520586809661,0.56,0.4,45,846
MF,0.3402359716526407,0.56,0.4,45,846
IL,0.5949550889447294,0.26,0.4,46,847
MF,0.5004521140728446,0.26,0.4,46,847
IL,0.5950082345722705,0.56,0.4,51,848
MF,0.3249002529868349,0.56,0.4,51,848
IL,0.5949904714430382,0.64,0.4,47,849
MF,0.26345072666922076,0.64,0.4,47,849
IL,0.5951957340052924,0.38,0.4,45,850
MF,0.39754480743927745,0.38,0.4,45,850
IL,0.5952235339297728,0.14,0.4,50,851
MF,0.6005356554884855,0.14,0.4,50,851
IL,0.5947377992688274,0.14,0.4,44,852
MF,0.4930354105062201,0.14,0.4,44,852
IL,0.595052290513378,0.48,0.4,46,853
MF,0.4309919750536625,0.48,0.4,46,853
IL,0.5950518366268703,0.97,0.4,48,854
MF,0.030584565061701284,0.97,0.4,48,854
IL,0.5950676555313804,0.38,0.4,51,855
MF,0.41714013118804233,0.38,0.4,51,855
IL,0.5950791946397197,0.63,0.4,49,856
MF,0.33658236270141073,0.63,0.4,49,856
IL,0.5948311521062551,0.42,0.4,42,857
MF,0.40059235963800127,0.42,0.4,42,857
IL,0.5951199995192593,0.21,0.4,48,858
MF,0.3866078326154741,0.21,0.4,48,858
IL,0.5951119148082358,0.21,0.4,49,859
MF,0.5550131361951381,0.21,0.4,49,859
IL,0.5949469956211308,0.63,0.4,48,860
MF,0.28948074209650815,0.63,0.4,48,860
IL,0.5949304867116607,0.42,0.4,43,861
MF,0.39500260364743284,0.42,0.4,43,861
IL,0.5949188620356501,0.38,0.4,50,862
MF,0.43176699155417475,0.38,0.4,50,862
IL,0.595016655239366,0.97,0.4,49,863
MF,0.03654136264653669,0.97,0.4,49,863
IL,0.5950422858751316,0.48,0.4,47,864
MF,0.4131536622006313,0.48,0.4,47,864
IL,0.5949235467035465,0.14,0.4,45,865
MF,0.6440001080531949,0.14,0.4,45,865
IL,0.5952318188326948,0.14,0.4,51,866
MF,0.5748885075204601,0.14,0.4,51,866
IL,0.594995657145941,0.38,0.4,44,867
MF,0.48229696220678553,0.38,0.4,44,867
IL,0.5948671511136484,0.64,0.4,46,868
MF,0.25969138096817235,0.64,0.4,46,868
IL,0.5949472695056456,0.56,0.4,50,869
MF,0.3087264294240183,0.56,0.4,50,869
