strategy,count,delta,lambda,kappa,sim
MB,68.1548,0.30000000000000004,0.0,0.30000000000000004,873
MF,33.7812,0.30000000000000004,0.0,0.30000000000000004,873
IL,4.568874441284031,0.8,0.1,0.6000000000000001,874
MB,108.0016,0.8,0.1,0.6000000000000001,874
MF,7.675808432255423,0.8,0.1,0.6000000000000001,874
IL,20.6608,0.4,0.5,0.5,875
MB,6.08411214953271,0.4,0.5,0.5,875
MF,93.35,0.4,0.5,0.5,875
IL,97.7108,0.7000000000000001,0.9,0.2,876
MB,3.743142144638404,0.7000000000000001,0.9,0.2,876
MF,18.6868,0.7000000000000001,0.9,0.2,876
IL,18.368,0.4,0.5,0.7000000000000001,877
MB,4.198838248436104,0.4,0.5,0.7000000000000001,877
MF,97.8732,0.4,0.5,0.7000000000000001,877
IL,6.39440098806093,1.0,0.3,0.9,878
MB,9.5008,1.0,0.3,0.9,878
MF,104.2864,1.0,0.3,0.9,878
IL,64.1068,0.9,0.4,0.5,879
MB,36.6424,0.9,0.4,0.5,879
MF,19.2508,0.9,0.4,0.5,879
IL,67.3772,0.4,1.0,0.30000000000000004,880
MB,3.217299578059072,0.4,1.0,0.30000000000000004,880
MF,49.5728,0.4,1.0,0.30000000000000004,880
IL,4.315212810788032,0.2,0.2,0.9,881
MB,28.9648,0.2,0.2,0.9,881
MF,86.9392,0.2,0.2,0.9,881
IL,3.9239495798319326,1.0,1.0,0.9,882
MB,3.6525667351129365,1.0,1.0,0.9,882
MF,112.7068,1.0,1.0,0.9,882
IL,6.924146649810367,0.0,0.2,0.2,883
MB,10.8384,0.0,0.2,0.2,883
MF,102.5892,0.0,0.2,0.2,883
IL,109.6644,0.7000000000000001,0.30000000000000004,0.0,884
MB,4.596,0.7000000000000001,0.30000000000000004,0.0,884
MF,5.7396,0.7000000000000001,0.30000000000000004,0.0,884
IL,56.8156,0.5,0.6000000000000001,0.5,885
MB,5.818473895582329,0.5,0.6000000000000001,0.5,885
MF,57.3892,0.5,0.6000000000000001,0.5,885
IL,7.2148,0.8,0.5,0.9,886
MB,5.732346723044397,0.8,0.5,0.9,886
MF,107.3624,0.8,0.5,0.9,886
IL,74.3344,1.0,0.8,0.6000000000000001,887
MB,6.180663662433429,1.0,0.8,0.6000000000000001,887
MF,39.6308,1.0,0.8,0.6000000000000001,887
IL,86.0888,0.6000000000000001,0.7000000000000001,0.4,888
MB,6.293327908868999,0.6000000000000001,0.7000000000000001,0.4,888
MF,27.7236,0.6000000000000001,0.7000000000000001,0.4,888
IL,2.7568594343604897,0.0,0.6000000000000001,0.9,889
MB,4.2774613506916195,0.0,0.6000000000000001,0.9,889
MF,113.182,0.0,0.6000000000000001,0.9,889
IL,110.0956,1.0,0.8,0.1,890
MB,4.085947046843177,1.0,0.8,0.1,890
MF,5.892,1.0,0.8,0.1,890
IL,2.946,0.0,0.0,1.0,891
MB,67.5048,0.0,0.0,1.0,891
MF,49.5492,0.0,0.0,1.0,891
IL,4.084535256410256,0.5,0.4,0.9,892
MB,8.616493194555645,0.5,0.4,0.9,892
MF,107.3124,0.5,0.4,0.9,892
IL,8.85175983436853,0.7000000000000001,0.30000000000000004,0.7000000000000001,893
MB,12.6212,0.7000000000000001,0.30000000000000004,0.7000000000000001,893
MF,98.828,0.7000000000000001,0.30000000000000004,0.7000000000000001,893
IL,95.2292,0.2,0.9,0.1,894
MB,3.364184244511408,0.2,0.9,0.1,894
MF,21.6448,0.2,0.9,0.1,894
IL,9.0216,0.4,0.30000000000000004,0.8,895
MB,4.1332,0.4,0.30000000000000004,0.8,895
MF,106.8452,0.4,0.30000000000000004,0.8,895
IL,6.176,0.9,0.0,0.6000000000000001,896
MB,106.4176,0.9,0.0,0.6000000000000001,896
MF,7.42719614921781,0.9,0.0,0.6000000000000001,896
IL,10.548,0.6000000000000001,0.5,0.8,897
MB,6.8708,0.6000000000000001,0.5,0.8,897
MF,102.5812,0.6000000000000001,0.5,0.8,897
IL,14.1752,0.4,0.2,0.7000000000000001,898
MB,23.2372,0.4,0.2,0.7000000000000001,898
MF,82.5876,0.4,0.2,0.7000000000000001,898
IL,21.232,0.0,0.4,0.1,899
MB,8.152969894222945,0.0,0.4,0.1,899
MF,90.752,0.0,0.4,0.1,899
IL,65.118,1.0,1.0,0.7000000000000001,900
MB,5.960671855796805,1.0,1.0,0.7000000000000001,900
MF,49.062,1.0,1.0,0.7000000000000001,900
IL,14.5868,0.7000000000000001,0.4,0.9,901
MB,5.8252,0.7000000000000001,0.4,0.9,901
MF,99.588,0.7000000000000001,0.4,0.9,901
IL,9.538461538461538,0.30000000000000004,0.1,0.30000000000000004,902
MB,98.5672,0.30000000000000004,0.1,0.30000000000000004,902
MF,11.9096,0.30000000000000004,0.1,0.30000000000000004,902
IL,18.9352,0.5,0.4,0.7000000000000001,903
MB,7.1672,0.5,0.4,0.7000000000000001,903
MF,93.8976,0.5,0.4,0.7000000000000001,903
IL,44.37,0.4,0.7000000000000001,0.5,904
MB,6.360621326616289,0.4,0.7000000000000001,0.5,904
MF,69.5696,0.4,0.7000000000000001,0.5,904
IL,98.3416,0.5,0.9,0.2,905
MB,3.6058073031236253,0.5,0.9,0.2,905
MF,18.38,0.5,0.9,0.2,905
IL,2.676015069066555,0.1,0.7000000000000001,0.9,906
MB,3.274362191551652,0.1,0.7000000000000001,0.9,906
MF,114.3112,0.1,0.7000000000000001,0.9,906
IL,63.6648,1.0,0.6000000000000001,0.6000000000000001,907
MB,12.6356,1.0,0.6000000000000001,0.6000000000000001,907
MF,43.6996,1.0,0.6000000000000001,0.6000000000000001,907
IL,4.3844537815126055,0.6000000000000001,0.9,1.0,908
MB,3.3088,0.6000000000000001,0.9,1.0,908
MF,112.5172,0.6000000000000001,0.9,1.0,908
IL,4.103244837758112,0.2,0.1,0.8,909
MB,61.9108,0.2,0.1,0.8,909
MF,54.1944,0.2,0.1,0.8,909
IL,2.9105473965287048,1.0,0.0,0.8,910
MB,107.11,1.0,0.0,0.8,910
MF,10.274,1.0,0.0,0.8,910
IL,73.5908,0.4,0.6000000000000001,0.30000000000000004,911
MB,5.625902165196472,0.4,0.6000000000000001,0.30000000000000004,911
MF,40.7968,0.4,0.6000000000000001,0.30000000000000004,911
IL,111.3012,0.8,0.8,0.2,912
MB,4.3604,0.8,0.8,0.2,912
MF,4.36986301369863,0.8,0.8,0.2,912
IL,101.0824,0.4,0.4,0.1,913
MB,5.56508749466496,0.4,0.4,0.1,913
MF,13.702,0.4,0.4,0.1,913
IL,7.03310175725378,0.9,0.7000000000000001,0.8,914
MB,6.270138323840521,0.9,0.7000000000000001,0.8,914
MF,106.9512,0.9,0.7000000000000001,0.8,914
IL,7.2348798674399335,0.9,0.0,0.3,915
MB,103.5348,0.9,0.0,0.3,915
MF,9.4792,0.9,0.0,0.3,915
IL,7.9872,0.2,0.4,0.6000000000000001,916
MB,8.679741205014153,0.2,0.4,0.6000000000000001,916
MF,103.4268,0.2,0.4,0.6000000000000001,916
IL,34.044,0.6000000000000001,0.30000000000000004,0.4,917
MB,39.3716,0.6000000000000001,0.30000000000000004,0.4,917
MF,46.5844,0.6000000000000001,0.30000000000000004,0.4,917
IL,8.6716,0.30000000000000004,0.9,1.0,918
MB,3.0389036251105215,0.30000000000000004,0.9,1.0,918
MF,108.5788,0.30000000000000004,0.9,1.0,918
IL,107.08,0.9,0.5,0.1,919
MB,7.96291613990729,0.9,0.5,0.1,919
MF,5.3616,0.9,0.5,0.1,919
IL,6.0732,0.1,0.30000000000000004,0.9,920
MB,8.668,0.1,0.30000000000000004,0.9,920
MF,105.2588,0.1,0.30000000000000004,0.9,920
IL,13.9844,0.4,0.1,0.30000000000000004,921
MB,84.1196,0.4,0.1,0.30000000000000004,921
MF,21.896,0.4,0.1,0.30000000000000004,921
IL,7.9284,0.7000000000000001,0.2,0.6000000000000001,922
MB,60.7704,0.7000000000000001,0.2,0.6000000000000001,922
MF,51.3012,0.7000000000000001,0.2,0.6000000000000001,922
IL,34.126,0.6000000000000001,0.7000000000000001,0.6000000000000001,923
MB,3.9450186027284,0.6000000000000001,0.7000000000000001,0.6000000000000001,923
MF,82.0568,0.6000000000000001,0.7000000000000001,0.6000000000000001,923
IL,3.109565950273915,0.0,0.8,0.6000000000000001,924
MB,3.3929331630481054,0.0,0.8,0.6000000000000001,924
MF,113.8604,0.0,0.8,0.6000000000000001,924
IL,7.6844,1.0,0.6000000000000001,0.9,925
MB,4.0248,1.0,0.6000000000000001,0.9,925
MF,108.2908,1.0,0.6000000000000001,0.9,925
IL,92.8624,1.0,0.9,0.5,926
MB,4.017241379310345,1.0,0.9,0.5,926
MF,23.13,1.0,0.9,0.5,926
IL,108.8444,0.4,0.6000000000000001,0.0,927
MB,4.694879390605163,0.4,0.6000000000000001,0.0,927
MF,6.718,0.4,0.6000000000000001,0.0,927
IL,24.2324,0.2,0.30000000000000004,0.4,928
MB,12.8896,0.2,0.30000000000000004,0.4,928
MF,82.878,0.2,0.30000000000000004,0.4,928
IL,6.5544,0.30000000000000004,0.5,0.8,929
MB,2.921171171171171,0.30000000000000004,0.5,0.8,929
MF,110.8516,0.30000000000000004,0.5,0.8,929
IL,34.0604,0.1,0.9,0.2,930
MB,2.4634146341463414,0.1,0.9,0.2,930
MF,83.6368,0.1,0.9,0.2,930
IL,11.3808,0.30000000000000004,0.30000000000000004,0.8,931
MB,5.9984,0.30000000000000004,0.30000000000000004,0.8,931
MF,102.6208,0.30000000000000004,0.30000000000000004,0.8,931
IL,15.9976,0.2,0.8,0.5,932
MB,4.324100868127325,0.2,0.8,0.5,932
MF,99.8184,0.2,0.8,0.5,932
IL,5.47887323943662,0.8,0.6000000000000001,0.8,933
MB,4.6708,0.8,0.6000000000000001,0.8,933
MF,110.0388,0.8,0.6000000000000001,0.8,933
IL,3.729286300246103,0.0,0.5,0.5,934
MB,4.303564277132559,0.0,0.5,0.5,934
MF,112.0648,0.0,0.5,0.5,934
IL,108.1376,0.9,1.0,0.2,935
MB,6.1548691548691545,0.9,1.0,0.2,935
MF,6.210547667342799,0.9,1.0,0.2,935
IL,3.4243573535608935,0.30000000000000004,0.0,0.7000000000000001,936
MB,83.5652,0.30000000000000004,0.0,0.7000000000000001,936
MF,33.1844,0.30000000000000004,0.0,0.7000000000000001,936
IL,3.5969845150774247,0.0,1.0,0.7000000000000001,937
MB,3.2282466112811545,0.0,1.0,0.7000000000000001,937
MF,113.516,0.0,1.0,0.7000000000000001,937
IL,99.9628,0.9,0.3,0.2,938
MB,13.8228,0.9,0.3,0.2,938
MF,6.2144,0.9,0.3,0.2,938
IL,6.9104,0.1,0.9,0.6000000000000001,939
MB,2.8687821612349915,0.1,0.9,0.6000000000000001,939
MF,110.4136,0.1,0.9,0.6000000000000001,939
IL,4.7772,0.4,0.0,1.0,940
MB,76.3296,0.4,0.0,1.0,940
MF,38.8932,0.4,0.0,1.0,940
IL,64.0588,0.30000000000000004,1.0,0.30000000000000004,941
MB,2.641048034934498,0.30000000000000004,1.0,0.30000000000000004,941
MF,53.522,0.30000000000000004,1.0,0.30000000000000004,941
IL,5.4792,0.1,0.4,0.9,942
MB,7.4628,0.1,0.4,0.9,942
MF,107.058,0.1,0.4,0.9,942
IL,22.4544,0.1,0.6000000000000001,0.30000000000000004,943
MB,3.35793991416309,0.1,0.6000000000000001,0.30000000000000004,943
MF,94.416,0.1,0.6000000000000001,0.30000000000000004,943
IL,4.1778413736713,0.9,0.1,1.0,944
MB,71.4032,0.9,0.1,1.0,944
MF,44.5092,0.9,0.1,1.0,944
IL,100.5596,0.6000000000000001,0.6000000000000001,0.1,945
MB,4.325959933222037,0.6000000000000001,0.6000000000000001,0.1,945
MF,15.2944,0.6000000000000001,0.6000000000000001,0.1,945
IL,15.5216,0.4,0.7000000000000001,0.6000000000000001,946
MB,3.873953098827471,0.4,0.7000000000000001,0.6000000000000001,946
MF,100.778,0.4,0.7000000000000001,0.6000000000000001,946
IL,11.0012,0.1,0.7000000000000001,0.6000000000000001,947
MB,3.0165562913907285,0.1,0.7000000000000001,0.6000000000000001,947
MF,106.0836,0.1,0.7000000000000001,0.6000000000000001,947
IL,56.3552,0.7000000000000001,0.5,0.6000000000000001,948
MB,10.436472945891783,0.7000000000000001,0.5,0.6000000000000001,948
MF,53.2292,0.7000000000000001,0.5,0.6000000000000001,948
IL,9.4884,0.4,0.0,0.30000000000000004,949
MB,102.394,0.4,0.0,0.30000000000000004,949
MF,8.1176,0.4,0.0,0.30000000000000004,949
IL,70.0324,0.4,0.2,0.2,950
MB,24.9976,0.4,0.2,0.2,950
MF,24.97,0.4,0.2,0.2,950
IL,111.1356,0.5,0.7000000000000001,0.0,951
MB,2.922849915682968,0.5,0.7000000000000001,0.0,951
MF,6.345,0.5,0.7000000000000001,0.0,951
IL,5.187894073139975,0.2,0.9,0.8,952
MB,2.879676870748299,0.2,0.9,0.8,952
MF,112.354,0.2,0.9,0.8,952
IL,31.0216,0.30000000000000004,0.4,0.5,953
MB,9.8172,0.30000000000000004,0.4,0.5,953
MF,79.1612,0.30000000000000004,0.4,0.5,953
IL,28.0204,0.5,0.30000000000000004,0.5,954
MB,43.3924,0.5,0.30000000000000004,0.5,954
MF,48.5872,0.5,0.30000000000000004,0.5,954
IL,15.8856,0.4,0.8,0.6000000000000001,955
MB,4.477462437395659,0.4,0.8,0.6000000000000001,955
MF,99.8232,0.4,0.8,0.6000000000000001,955
IL,107.8576,0.5,0.4,0.0,956
MB,5.9232,0.5,0.4,0.0,956
MF,6.2192,0.5,0.4,0.0,956
IL,11.7712,0.8,0.0,0.2,957
MB,102.5524,0.8,0.0,0.2,957
MF,5.6764,0.8,0.0,0.2,957
IL,9.072,0.6000000000000001,0.1,0.6000000000000001,958
MB,96.0304,0.6000000000000001,0.1,0.6000000000000001,958
MF,14.8976,0.6000000000000001,0.1,0.6000000000000001,958
IL,6.3164206642066425,1.0,0.8,0.8,959
MB,5.9832,1.0,0.8,0.8,959
MF,108.5392,1.0,0.8,0.8,959
IL,85.2228,0.0,0.6000000000000001,0.0,960
MB,4.562603648424544,0.0,0.6000000000000001,0.0,960
MF,30.3752,0.0,0.6000000000000001,0.0,960
IL,53.9924,0.5,0.1,0.2,961
MB,57.8952,0.5,0.1,0.2,961
MF,8.264466177669112,0.5,0.1,0.2,961
IL,111.8692,0.8,0.5,0.0,962
MB,3.9427736006683376,0.8,0.5,0.0,962
MF,4.613559322033899,0.8,0.5,0.0,962
IL,6.925832279814581,0.7000000000000001,0.30000000000000004,0.9,963
MB,7.8388,0.7000000000000001,0.30000000000000004,0.9,963
MF,105.5872,0.7000000000000001,0.30000000000000004,0.9,963
IL,4.0103434009102195,0.0,0.30000000000000004,0.7000000000000001,964
MB,3.5589322381930186,0.0,0.30000000000000004,0.7000000000000001,964
MF,112.6564,0.0,0.30000000000000004,0.7000000000000001,964
IL,5.618,0.6000000000000001,0.1,1.0,965
MB,99.2852,0.6000000000000001,0.1,1.0,965
MF,15.0968,0.6000000000000001,0.1,1.0,965
IL,111.5228,1.0,1.0,0.0,966
MB,3.2237061769616027,1.0,1.0,0.0,966
MF,5.493066884176183,1.0,1.0,0.0,966
IL,6.1632,0.8,0.2,1.0,967
MB,61.4348,0.8,0.2,1.0,967
MF,52.402,0.8,0.2,1.0,967
IL,94.7744,0.2,0.2,0.0,968
MB,15.2832,0.2,0.2,0.0,968
MF,9.9424,0.2,0.2,0.0,968
IL,3.457865168539326,1.0,0.4,1.0,969
MB,7.2604,1.0,0.4,1.0,969
MF,109.2928,1.0,0.4,1.0,969
IL,5.423480083857442,0.2,0.5,1.0,970
MB,5.34457537586347,0.2,0.5,1.0,970
MF,109.5648,0.2,0.5,1.0,970
IL,90.3576,0.8,0.7000000000000001,0.4,971
MB,5.066721244371674,0.8,0.7000000000000001,0.4,971
MF,24.6912,0.8,0.7000000000000001,0.4,971
IL,108.2988,1.0,0.3,0.0,972
MB,4.75112016293279,1.0,0.3,0.0,972
MF,7.0356,1.0,0.3,0.0,972
IL,4.045435939418748,0.5,1.0,1.0,973
MB,2.9078834618680376,0.5,1.0,1.0,973
MF,113.332,0.5,1.0,1.0,973
IL,67.4176,0.30000000000000004,0.5,0.30000000000000004,974
MB,4.928484355952865,0.30000000000000004,0.5,0.30000000000000004,974
MF,47.7308,0.30000000000000004,0.5,0.30000000000000004,974
IL,41.3748,1.0,0.5,0.7000000000000001,975
MB,16.9364,1.0,0.5,0.7000000000000001,975
MF,61.6888,1.0,0.5,0.7000000000000001,975
IL,9.623322147651006,0.0,0.30000000000000004,0.30000000000000004,976
MB,5.4138765631302945,0.0,0.30000000000000004,0.30000000000000004,976
MF,105.4548,0.0,0.30000000000000004,0.30000000000000004,976
IL,109.3272,0.6000000000000001,1.0,0.2,977
MB,2.482105263157895,0.6000000000000001,1.0,0.2,977
MF,8.3148,0.6000000000000001,1.0,0.2,977
IL,24.644,0.5,0.9,0.6000000000000001,978
MB,5.0746699669967,0.5,0.9,0.6000000000000001,978
MF,90.4356,0.5,0.9,0.6000000000000001,978
IL,96.792,1.0,0.7000000000000001,0.5,979
MB,6.624,1.0,0.7000000000000001,0.5,979
MF,16.584,1.0,0.7000000000000001,0.5,979
IL,3.0504,0.0,0.8,1.0,980
MB,3.437201216862234,0.0,0.8,1.0,980
MF,113.786,0.0,0.8,1.0,980
IL,34.6836,1.0,0.0,0.1,981
MB,80.5436,1.0,0.0,0.1,981
MF,5.017661900756939,1.0,0.0,0.1,981
IL,81.1696,0.2,0.1,0.1,982
MB,16.3512,0.2,0.1,0.1,982
MF,22.4792,0.2,0.1,0.1,982
IL,13.278,0.4,0.2,0.30000000000000004,983
MB,70.3616,0.4,0.2,0.30000000000000004,983
MF,36.3604,0.4,0.2,0.30000000000000004,983
IL,108.9732,0.8,1.0,0.3,984
MB,4.218,0.8,1.0,0.3,984
MF,7.039702233250621,0.8,1.0,0.3,984
IL,24.4452,0.1,0.5,0.4,985
MB,8.1,0.1,0.5,0.4,985
MF,87.4548,0.1,0.5,0.4,985
IL,100.2356,1.0,0.5,0.3,986
MB,5.5568,1.0,0.5,0.3,986
MF,14.2076,1.0,0.5,0.3,986
IL,92.6924,0.1,0.7000000000000001,0.0,987
MB,3.485960144927536,0.1,0.7000000000000001,0.0,987
MF,24.2288,0.1,0.7000000000000001,0.0,987
IL,8.819310897435898,0.7000000000000001,1.0,1.0,988
MB,2.3759707629054363,0.7000000000000001,1.0,1.0,988
MF,109.1144,0.7000000000000001,1.0,1.0,988
IL,93.948,0.9,0.6000000000000001,0.4,989
MB,10.898,0.9,0.6000000000000001,0.4,989
MF,15.154,0.9,0.6000000000000001,0.4,989
IL,104.0944,0.7000000000000001,0.4,0.0,990
MB,7.221861032100772,0.7000000000000001,0.4,0.0,990
MF,8.7964,0.7000000000000001,0.4,0.0,990
IL,74.9232,1.0,0.7000000000000001,0.6000000000000001,991
MB,8.5924,1.0,0.7000000000000001,0.6000000000000001,991
MF,36.4844,1.0,0.7000000000000001,0.6000000000000001,991
IL,51.0296,0.30000000000000004,0.4,0.30000000000000004,992
MB,15.5456,0.30000000000000004,0.4,0.30000000000000004,992
MF,53.4248,0.30000000000000004,0.4,0.30000000000000004,992
IL,5.9596,0.0,0.4,0.8,993
MB,5.472681067344346,0.0,0.4,0.8,993
MF,108.872,0.0,0.4,0.8,993
IL,8.8248,1.0,0.2,0.7000000000000001,994
MB,68.4516,1.0,0.2,0.7000000000000001,994
MF,42.7236,1.0,0.2,0.7000000000000001,994
IL,44.684,0.2,0.6000000000000001,0.30000000000000004,995
MB,4.387665198237886,0.2,0.6000000000000001,0.30000000000000004,995
MF,70.9336,0.2,0.6000000000000001,0.30000000000000004,995
IL,111.2692,0.6000000000000001,0.5,0.1,996
MB,3.4980202375714913,0.6000000000000001,0.5,0.1,996
MF,5.590652699435939,0.6000000000000001,0.5,0.1,996
IL,37.6916,0.7000000000000001,0.1,0.2,997
MB,73.9468,0.7000000000000001,0.1,0.2,997
MF,8.3616,0.7000000000000001,0.1,0.2,997
IL,23.6984,0.4,1.0,0.7000000000000001,998
MB,3.6076955248849853,0.4,1.0,0.7000000000000001,998
MF,92.8512,0.4,1.0,0.7000000000000001,998
IL,93.4872,0.4,0.30000000000000004,0.1,999
MB,9.5736,0.4,0.30000000000000004,0.1,999
MF,16.9392,0.4,0.30000000000000004,0.1,999
IL,109.8892,1.0,0.5,0.0,1000
MB,4.021251002405774,1.0,0.5,0.0,1000
MF,6.0992,1.0,0.5,0.0,1000
IL,6.846615939126952,0.5,0.9,0.8,1001
MB,3.441690369768387,0.5,0.9,0.8,1001
MF,109.7736,0.5,0.9,0.8,1001
IL,6.096607986260198,1.0,0.2,1.0,1002
MB,8.43338884263114,1.0,0.2,1.0,1002
MF,106.2176,1.0,0.2,1.0,1002
IL,110.5372,0.8,1.0,0.0,1003
MB,4.5912,0.8,1.0,0.0,1003
MF,4.8716,0.8,1.0,0.0,1003
IL,104.8764,0.2,0.4,0.0,1004
MB,3.453183520599251,0.2,0.4,0.0,1004
MF,11.8044,0.2,0.4,0.0,1004
IL,36.1908,0.2,0.1,0.2,1005
MB,64.7036,0.2,0.1,0.2,1005
MF,19.1056,0.2,0.1,0.2,1005
IL,5.4812,0.1,0.0,0.5,1006
MB,63.8404,0.1,0.0,0.5,1006
MF,50.6784,0.1,0.0,0.5,1006
IL,8.315108514190317,0.8,0.8,0.8,1007
MB,3.436,0.8,0.8,0.8,1007
MF,108.5948,0.8,0.8,0.8,1007
IL,34.072,1.0,0.0,0.2,1008
MB,67.3772,1.0,0.0,0.2,1008
MF,18.5508,1.0,0.0,0.2,1008
IL,98.6968,0.7000000000000001,0.1,0.1,1009
MB,16.426,0.7000000000000001,0.1,0.1,1009
MF,4.8772,0.7000000000000001,0.1,0.1,1009
IL,99.2188,0.6000000000000001,0.5,0.2,1010
MB,6.5808,0.6000000000000001,0.5,0.2,1010
MF,14.2004,0.6000000000000001,0.5,0.2,1010
IL,106.1652,0.9,0.9,0.4,1011
MB,5.910662824207493,0.9,0.9,0.4,1011
MF,8.092,0.9,0.9,0.4,1011
IL,97.5292,0.5,0.2,0.0,1012
MB,11.115400243803332,0.5,0.2,0.0,1012
MF,11.716260162601627,0.5,0.2,0.0,1012
IL,83.2244,0.4,0.30000000000000004,0.2,1013
MB,11.2188,0.4,0.30000000000000004,0.2,1013
MF,25.5568,0.4,0.30000000000000004,0.2,1013
IL,25.1892,0.7000000000000001,0.8,0.6000000000000001,1014
MB,6.507729861676159,0.7000000000000001,0.8,0.6000000000000001,1014
MF,88.4124,0.7000000000000001,0.8,0.6000000000000001,1014
IL,4.238516645596292,0.0,0.1,0.9,1015
MB,30.38,0.0,0.1,0.9,1015
MF,85.5968,0.0,0.1,0.9,1015
IL,2.9683991683991686,0.0,0.2,0.6000000000000001,1016
MB,6.10930516050386,0.0,0.2,0.6000000000000001,1016
MF,111.1304,0.0,0.2,0.6000000000000001,1016
IL,16.1108,0.30000000000000004,0.2,0.5,1017
MB,73.2244,0.30000000000000004,0.2,0.5,1017
MF,30.6648,0.30000000000000004,0.2,0.5,1017
IL,111.328,0.8,0.30000000000000004,0.0,1018
MB,4.3125,0.8,0.30000000000000004,0.0,1018
MF,5.0165844912595245,0.8,0.30000000000000004,0.0,1018
IL,4.567708333333333,0.5,0.5,1.0,1019
MB,4.919334719334719,0.5,0.5,1.0,1019
MF,110.7072,0.5,0.5,1.0,1019
IL,5.5164,0.8,0.4,1.0,1020
MB,7.7424,0.8,0.4,1.0,1020
MF,106.7412,0.8,0.4,1.0,1020
IL,4.898068228524456,0.2,1.0,1.0,1021
MB,3.4395178648299614,0.2,1.0,1.0,1021
MF,112.0372,0.2,1.0,1.0,1021
IL,44.2692,0.30000000000000004,0.6000000000000001,0.4,1022
MB,3.926809210526316,0.30000000000000004,0.6000000000000001,0.4,1022
MF,71.9108,0.30000000000000004,0.6000000000000001,0.4,1022
IL,8.6556,0.1,0.4,0.6000000000000001,1023
MB,7.8184,0.1,0.4,0.6000000000000001,1023
MF,103.526,0.1,0.4,0.6000000000000001,1023
IL,56.0264,0.4,0.8,0.4,1024
MB,4.703824247355573,0.4,0.8,0.4,1024
MF,59.3488,0.4,0.8,0.4,1024
IL,8.094,0.4,0.6000000000000001,0.7000000000000001,1025
MB,5.7638495754144765,0.4,0.6000000000000001,0.7000000000000001,1025
MF,106.2044,0.4,0.6000000000000001,0.7000000000000001,1025
IL,88.8716,0.6000000000000001,0.0,0.0,1026
MB,27.1616,0.6000000000000001,0.0,0.0,1026
MF,4.321132897603486,0.6000000000000001,0.0,0.0,1026
IL,12.9844,0.1,0.6000000000000001,0.7000000000000001,1027
MB,5.16379655586704,0.1,0.6000000000000001,0.7000000000000001,1027
MF,101.858,0.1,0.6000000000000001,0.7000000000000001,1027
IL,17.3372,0.30000000000000004,0.1,0.4,1028
MB,60.7832,0.30000000000000004,0.1,0.4,1028
MF,41.8796,0.30000000000000004,0.1,0.4,1028
IL,5.635684647302905,0.7000000000000001,0.5,1.0,1029
MB,3.7065843621399175,0.7000000000000001,0.5,1.0,1029
MF,110.9644,0.7000000000000001,0.5,1.0,1029
IL,3.211903756859434,0.0,0.2,0.8,1030
MB,14.0796,0.0,0.2,0.8,1030
MF,102.8768,0.0,0.2,0.8,1030
IL,106.6508,1.0,1.0,0.3,1031
MB,4.898155573376103,1.0,1.0,0.3,1031
MF,8.486562374649017,1.0,1.0,0.3,1031
IL,101.9492,0.7000000000000001,0.2,0.0,1032
MB,12.6844,0.7000000000000001,0.2,0.0,1032
MF,5.491608677855096,0.7000000000000001,0.2,0.0,1032
IL,13.064,0.1,1.0,0.4,1033
MB,3.308379413015738,0.1,1.0,0.4,1033
MF,103.8248,0.1,1.0,0.4,1033
IL,58.2292,0.5,0.1,0.1,1034
MB,45.498,0.5,0.1,0.1,1034
MF,16.2728,0.5,0.1,0.1,1034
IL,25.754,0.8,0.0,0.1,1035
MB,88.6196,0.8,0.0,0.1,1035
MF,5.800412371134021,0.8,0.0,0.1,1035
IL,16.9548,0.7000000000000001,1.0,0.7000000000000001,1036
MB,3.2978369384359403,0.7000000000000001,1.0,0.7000000000000001,1036
MF,99.874,0.7000000000000001,1.0,0.7000000000000001,1036
IL,9.9844,0.2,0.9,0.6000000000000001,1037
MB,2.8404166666666666,0.2,0.9,0.6000000000000001,1037
MF,107.2888,0.2,0.9,0.6000000000000001,1037
IL,14.404972608512432,0.5,0.30000000000000004,0.6000000000000001,1038
MB,16.022,0.5,0.30000000000000004,0.6000000000000001,1038
MF,90.3048,0.5,0.30000000000000004,0.6000000000000001,1038
IL,32.6584,0.6000000000000001,0.6000000000000001,0.7000000000000001,1039
MB,4.63265306122449,0.6000000000000001,0.6000000000000001,0.7000000000000001,1039
MF,82.7108,0.6000000000000001,0.6000000000000001,0.7000000000000001,1039
IL,57.8984,0.0,0.9,0.0,1040
MB,3.2964,0.0,0.9,0.0,1040
MF,58.8052,0.0,0.9,0.0,1040
IL,106.4984,0.6000000000000001,1.0,0.1,1041
MB,3.351555929352397,0.6000000000000001,1.0,0.1,1041
MF,10.3136,0.6000000000000001,1.0,0.1,1041
IL,10.1816,0.7000000000000001,0.9,0.8,1042
MB,2.8988662131519276,0.7000000000000001,0.9,0.8,1042
MF,107.2616,0.7000000000000001,0.9,0.8,1042
IL,5.696969696969697,0.0,0.5,0.6000000000000001,1043
MB,4.6550182852498985,0.0,0.5,0.6000000000000001,1043
MF,110.0032,0.0,0.5,0.6000000000000001,1043
IL,8.2272,0.6000000000000001,0.8,0.9,1044
MB,4.828644501278772,0.6000000000000001,0.8,0.9,1044
MF,107.2416,0.6000000000000001,0.8,0.9,1044
IL,63.5836,1.0,0.3,0.3,1045
MB,44.16,1.0,0.3,0.3,1045
